timestamp_iso8601,northing_m,easting_m,landmark_id
2025-05-15T16:28:14.639807,2.0541565284274474,0.5170334294741149,
2025-05-15T16:28:32.563140,1.7363239051350088,2.089402207585077,1
2025-05-15T16:29:05.616217,0.7122028153905189,-0.2408204406867438,2
2025-05-15T16:29:07.385485,0.7015760003284555,-0.2576556296165711,0
2025-05-15T16:29:07.887419,0.5987100883680017,-0.3155156338621501,0
2025-05-15T16:29:08.863132,0.5863614395898478,-0.30261152543788583,0
2025-05-15T16:29:23.926134,1.4800157965478085,0.40042598006534114,0
2025-05-15T16:29:25.343240,1.4763919706331121,0.4001027178900407,1
2025-05-15T16:29:26.537306,1.4423670066080083,0.3767685005056132,1
2025-05-15T16:29:28.550785,1.4910210610905024,0.34121074480384983,1
2025-05-15T16:29:38.073087,1.5581362595974089,1.619634608943314,1
2025-05-15T16:29:42.293675,1.2611627046946234,1.8009902505577084,1
2025-05-15T16:29:51.963091,0.0963858093094615,1.747630250860107,2
