Estimated Position_x,Estimated Position_y,Measured Position_x,Measured Position_y,Waypoints_x,Waypoints_y,Lidar_x,Lidar_y,Error_x,Error_y
,,,,,,0.1232133537,0.3617213884,,
,,,,,,0.121359654,0.3761389355,,
,,,,,,0.1191849183,0.3930531174,,
,,,,,,0.1165390685,0.413529263,,
,,,,,,0.1132298408,0.4392297481,,
,,,,,,0.1089757959,0.472909216,,
,,,,,,0.05567402,0.0099391826,,
,,,,,,0.0156733166,0.0050711773,,
,,,,,,0.0082000411,0.0449152205,,
,,,,,,0.0034826821,0.0813218991,,
,,,,,,-0.0006492038,0.1132912659,,
,,,,,,-0.0043585998,0.1419905714,,
,,,,,,-0.0077559761,0.1682772585,,
,,,,,,-0.0109252003,0.192800823,,
,,,,,,-0.0139332329,0.2160747564,,
,,,,,,-0.0168342775,0.2385250685,,
,,,,,,-0.0196768723,0.26052289,,
,,,,,,-0.0225054371,0.282410974,,
,,,,,,-0.0253645307,0.3045253304,,
,,,,,,-0.0282970407,0.3272160924,,
,,,,,,-0.0313539877,0.3508701061,,
,,,,,,-0.0345935812,0.3759390908,,
,,,,,,-0.0380882954,0.4029776337,,
,,,,,,-0.0419291844,0.4326969974,,
,,,,,,-0.0462389742,0.4660495118,,
,,,,,,-0.0511916197,0.5043662164,,
,,,,,,-0.0570354412,0.5495848604,,
,,,,,,-0.0640738628,0.6045914582,,
,,,,,,-0.0731034326,0.6743710746,,
,,,,,,-0.0851879196,0.7673555254,,
,,,,,,0.1611833972,0.1899377511,,
,,,,,,0.1590871947,0.205963022,,
,,,,,,0.15736323,0.2193962928,,
,,,,,,0.1558634501,0.2309342219,,
,,,,,,0.139928467,0.3541885073,,
,,,,,,0.1383129119,0.3666826896,,
,,,,,,0.136406691,0.3814276121,,
,,,,,,0.1341090016,0.3993663234,,
,,,,,,0.1311622702,0.4221228656,,
,,,,,,0.1272199185,0.4524464027,,
,,,,,,0.0471724976,0.0074812107,,
,,,,,,0.0054419823,0.002068021,,
,,,,,,-0.0047529462,0.0393473294,,
,,,,,,-0.0096208564,0.0766170666,,
,,,,,,-0.0138899094,0.1095196264,,
,,,,,,-0.0177378158,0.139184623,,
,,,,,,-0.0212769088,0.1664612453,,
,,,,,,-0.0245900646,0.192000563,,
,,,,,,-0.0277455782,0.2163210915,,
,,,,,,-0.0307985749,0.2398576748,,
,,,,,,-0.0337996498,0.2629932049,,
,,,,,,-0.0367953819,0.2860857294,,
,,,,,,-0.0398329428,0.3094907116,,
,,,,,,-0.0429585305,0.3335830879,,
,,,,,,-0.0462275836,0.3587820422,,
,,,,,,-0.0497039958,0.3855822208,,
,,,,,,-0.053468495,0.4145969175,,
,,,,,,-0.057622809,0.4466194554,,
,,,,,,-0.0623067335,0.482721965,,
,,,,,,-0.0677149084,0.5244128948,,
,,,,,,-0.0741375245,0.5739155159,,
,,,,,,-0.0819667464,0.6346125787,,
,,,,,,-0.0921285703,0.7123754862,,
,,,,,,-0.1055004681,0.8166959617,,
