Estimated Position_x,Estimated Position_y,Measured Position_x,Measured Position_y,Waypoints_x,Waypoints_y,Lidar_x,Lidar_y
0.2999999992,0.3000679156,,,,,1.7694708029,0.1790787257
0.2999999992,0.3000679156,,,,,-0.0023875063,0.8082630639
0.2999999992,0.3000679156,,,,,0.7977095941,0.055455312
0.2999999992,0.3000679156,,,,,0.5530227937,0.0754326287
0.2999999992,0.3000679156,,,,,1.651066508,2.0418395446
0.2999999992,0.3000679156,,,,,0.0072985865,0.2145806337
0.2999999992,0.3000679156,,,,,0.1300547925,2.0666712778
0.2999999992,0.3000679156,,,,,0.0207832097,0.6359510839
0.2999999992,0.3000679156,,,,,2.0152924631,0.1599807861
0.2999999992,0.3000679156,,,,,0.0287771982,0.5471214506
0.2999999992,0.3000679156,,,,,0.0173259749,0.4010883102
0.2999999992,0.3000679156,,,,,1.8169103847,-0.0136040525
0.2999999992,0.3000679156,,,,,0.0247240739,0.6672154017
0.2999999992,0.3000679156,,,,,0.0401606610,0.1291352185
0.2999999992,0.3000679156,,,,,1.1133056051,0.0041289658
0.2999999992,0.3000679156,,,,,1.8833512795,-0.0427317333
0.2999999992,0.3000679156,,,,,0.0299829786,1.4482645728
0.2999999992,0.3000679156,,,,,0.0559182390,0.1198002986
0.2999999992,0.3000679156,,,,,1.3968831730,-0.0288683259
0.2999999992,0.3000679156,,,,,-0.0083927594,1.3849948501
0.2999999992,0.3000679156,,,,,0.0582351214,1.7880533541
0.2999999992,0.3000679156,,,,,1.8695862432,0.428833712
0.2999999992,0.3000679156,,,,,0.1013791506,1.0553151544
0.2999999992,0.3000679156,,,,,0.9471834823,-0.0041417019
0.2999999992,0.3000679156,,,,,1.1268933553,0.0023967706
0.2999999992,0.3000679156,,,,,1.6170159951,-0.0114292877
,,,,,,1.5787369450,-0.0110127800
,,,,,,2.0877213445,1.2611897788
,,,,,,-0.0019257466,0.5894287935
,,,,,,0.339248788,0.0879102614
,,,,,,0.8316143964,0.0450155645
,,,,,,0.0514472917,0.0924495963
,,,,,,-0.0083919121,1.6521182305
,,,,,,0.0465920098,1.6467427943
,,,,,,-0.4676472309,0.4105646443
,,,,,,1.1454578537,1.8677925634
,,,,,,0.7557684322,0.0496230710
,,,,,,1.2862821029,-0.0257159739
,,,,,,0.0792615989,-0.0203392627
,,,,,,-0.1478269025,0.2334466798
,,,,,,-0.0250941653,0.2777500156
,,,,,,0.2992222977,0.2089436158
,,,,,,-0.001622265,0.5529902294
,,,,,,1.1183000374,1.8677536643
,,,,,,1.0242055983,-0.0049796850
,,,,,,0.0340779377,0.1628603195
,,,,,,-0.0197303173,0.3145871182
,,,,,,0.502415649,0.0818710659
,,,,,,1.8641528802,0.4152383454
,,,,,,0.0377870124,0.2370585809
,,,,,,1.3350259929,1.7683303267
,,,,,,0.6031739237,0.0420988052
,,,,,,0.4137907579,0.0931366666
,,,,,,0.0569544805,0.0701137805
,,,,,,1.2999999992,-0.0261069492
,,,,,,-0.0088187406,0.3368019102
,,,,,,0.8217916357,0.0412314687
,,,,,,-0.0022245154,0.9565833224
,,,,,,0.3815407183,2.1134355186
,,,,,,0.0123201340,0.2511097133
,,,,,,1.1267796611,-0.0060956786
,,,,,,0.9632650393,0.0232162591
,,,,,,0.0496454759,0.0997365861
,,,,,,2.0143081709,0.8812358507
,,,,,,0.2682345729,0.2184873582
,,,,,,-0.0977346995,0.4193538936
,,,,,,1.1652636426,1.8462001316
,,,,,,-0.0186196804,0.2651266155
,,,,,,1.8954058910,-0.0144935143
,,,,,,0.0041282658,0.3745576867
,,,,,,1.1760236888,-0.0225738153
,,,,,,-0.0052410929,0.4295179478
,,,,,,1.7461257461,0.1212611204
,,,,,,0.0415251553,0.8004685586
,,,,,,1.4160532292,-0.0343520371
,,,,,,1.9763373564,0.6851905658
,,,,,,-0.0043032592,1.4086573061
,,,,,,1.8958005375,0.4941976411
,,,,,,1.4536904776,-0.0304871315
,,,,,,1.3137315560,-0.0264985829
,,,,,,0.0019429230,0.5244008504
,,,,,,0.0026188511,0.3639902005
,,,,,,1.2210721914,-0.0095773392
,,,,,,-0.0025612129,0.9951667631
,,,,,,-0.0060096309,1.6089787802
,,,,,,2.1057305103,1.3545744724
,,,,,,0.3790872953,0.1843524857
,,,,,,0.9883561569,0.0200235361
,,,,,,-0.4205598394,1.0484544237
,,,,,,0.0291216203,1.4378922909
,,,,,,0.081510427,-0.0294746203
,,,,,,-0.1860031114,0.5913573151
,,,,,,-0.0327606307,0.2112721871
,,,,,,-0.0234462726,0.7277700104
,,,,,,-0.008529664,0.6083549562
,,,,,,-0.0049921191,1.2765930618
,,,,,,-0.1404365476,0.8711529135
,,,,,,-0.0232910555,0.1225055251
,,,,,,-0.002071026,0.7719959215
,,,,,,0.0780453344,0.8917512848
,,,,,,0.0538967700,1.7346361917
,,,,,,1.2725694918,-0.0253251764
,,,,,,1.2142656299,-0.0087212439
,,,,,,-0.0022245610,0.6894573727
,,,,,,0.0209135827,0.3723223947
,,,,,,0.059185458,0.0655168797
,,,,,,-0.0079587628,1.4303681372
,,,,,,-0.0601396037,0.3460216234
,,,,,,1.0199934303,0.0160198348
,,,,,,1.01195051,-0.0048463019
,,,,,,0.6776380678,-0.0083705368
,,,,,,0.4167494601,0.0768404702
,,,,,,0.3801840873,0.0974598207
,,,,,,0.2650974382,2.0554630835
,,,,,,0.5982797850,0.0696838197
,,,,,,1.5425055970,-0.0330181600
,,,,,,-0.0023875063,0.9752577548
,,,,,,1.3624757874,-0.0275572464
,,,,,,-0.0034208102,0.9386449525
,,,,,,0.0158054123,0.4132713802
,,,,,,-0.0191642685,0.2115323764
,,,,,,0.7135138504,2.0182493506
,,,,,,0.0099808797,0.4599687409
,,,,,,1.227912273,-0.0104559236
,,,,,,1.4974468548,-0.031734215
,,,,,,-0.0023709653,0.2334364495
,,,,,,0.0358230763,0.1589896872
,,,,,,0.4629596667,0.1585300507
,,,,,,-0.3401924037,0.3399397460
,,,,,,0.8273178847,-0.0028376287
,,,,,,0.0821675722,-0.0387614892
,,,,,,2.0817877667,1.4007306018
,,,,,,1.0625856753,0.006746954
,,,,,,-0.5782160182,0.4718599470
,,,,,,0.0086539768,0.4062422891
,,,,,,0.8881829303,0.0275951838
,,,,,,0.9157916215,1.9417196072
,,,,,,0.8751156787,-0.0033576542
,,,,,,0.3465400137,2.0487036610
,,,,,,-0.2149037034,0.6476658947
,,,,,,0.0371797634,0.2419271789
,,,,,,0.2543566484,0.0859803862
,,,,,,-0.0252519663,0.2708278394
,,,,,,-0.0152056389,0.6620350676
,,,,,,0.0131947333,0.438035681
,,,,,,-0.0079590927,1.2644438071
,,,,,,1.1298814586,1.8624273116
,,,,,,0.7467697796,0.0711582954
,,,,,,1.4393441882,-0.0300783388
,,,,,,0.0645796437,0.1029267957
,,,,,,1.9886058705,0.7485439950
,,,,,,2.0161037567,-0.0194058093
,,,,,,0.7567489366,-0.00206981
,,,,,,1.4211105691,-0.0092979501
,,,,,,0.0419603105,1.5930720771
,,,,,,0.1125249891,2.0681248091
,,,,,,0.6164210922,0.0404288232
,,,,,,1.3698918135,-0.008740692
,,,,,,1.7479396879,-0.0128537119
,,,,,,-0.0015928641,0.7172074899
,,,,,,0.6191501776,0.0670093325
,,,,,,0.1535926176,0.0987499736
,,,,,,0.1506465967,-0.0718309653
,,,,,,0.1004086008,-0.0364860714
,,,,,,0.0718290349,0.1115663194
,,,,,,-0.0055736643,1.3295050635
,,,,,,-0.0075498794,1.7666559104
,,,,,,0.0396234125,0.2223349633
,,,,,,1.0426007028,0.0131407661
,,,,,,-0.2383195795,0.2837137972
,,,,,,0.0140074925,0.2442668517
,,,,,,-0.0425086561,0.1339538067
,,,,,,0.6975230177,-0.0013356020
,,,,,,-0.0058029241,1.5774664480
,,,,,,0.9867694859,1.9188636911
,,,,,,-0.1255306973,0.4734722895
,,,,,,1.3541408734,-0.026538516
,,,,,,0.9368124419,0.0126073761
,,,,,,-0.1425034283,0.5065505135
,,,,,,0.7752235381,-0.0022707649
,,,,,,-0.0034207743,1.1056395958
,,,,,,2.000298259,0.8088852130
,,,,,,-0.0111731165,0.2674717491
,,,,,,0.3912106547,0.0804804296
,,,,,,-0.0517563281,0.3296817686
,,,,,,-0.1069480024,0.7347227597
,,,,,,-0.2654462767,0.7461712839
,,,,,,-0.0124662382,0.37220586
,,,,,,-0.0050844101,1.0346221422
,,,,,,2.0833563419,1.2964925241
,,,,,,0.3543947276,0.1919548408
,,,,,,-0.0043036382,1.1899740977
,,,,,,0.3552264579,0.0856177766
,,,,,,0.6414152097,0.0372777010
,,,,,,2.0841402775,1.2444087585
,,,,,,0.91746371,0.0185718255
,,,,,,1.1794483076,-0.0066686405
,,,,,,0.0177763435,0.4701143674
,,,,,,-0.2983461436,0.8102876885
,,,,,,0.556624554,0.0003100553
,,,,,,0.6288920415,0.1075407137
,,,,,,0.3966594661,2.1086525653
,,,,,,-0.0023047628,0.7987816627
,,,,,,0.3774690936,0.0824850457
,,,,,,0.1646080474,2.0638036662
,,,,,,-0.0036605738,1.3396233408
,,,,,,0.7732437515,0.0630076866
,,,,,,-0.2000230933,0.2624456815
,,,,,,0.9319779516,0.0141096815
,,,,,,-0.1107692330,0.4447162503
,,,,,,0.0255590542,0.3350801030
,,,,,,0.0347651604,0.2612863387
,,,,,,-0.0036649036,0.9696703108
,,,,,,0.8104722331,-0.0026542618
,,,,,,1.945732619,0.5265535108
,,,,,,-0.002071026,0.6060706333
,,,,,,-0.0023047628,0.9657763536
,,,,,,0.5517007161,0.0486290948
,,,,,,1.9855983696,0.7330209737
,,,,,,2.0332028474,0.9790335527
,,,,,,0.4747232097,0.0853802475
,,,,,,-0.0184356216,0.3757983082
,,,,,,0.0434624849,1.6099665547
,,,,,,-0.0017878267,0.90654535
,,,,,,0.0565316249,0.0867864250
,,,,,,-0.3175628431,0.8476327692
,,,,,,1.0572409334,0.0112757213
,,,,,,1.7208006511,0.0576472315
,,,,,,-0.0630759212,0.3517452311
,,,,,,-0.0004069867,0.3428075854
,,,,,,0.0956112258,0.1226746656
,,,,,,0.4227665416,0.0759806145
,,,,,,1.0926608864,0.0067612109
,,,,,,0.4970804088,2.0763657397
,,,,,,0.3978383234,0.0795415759
,,,,,,0.4344215299,0.0743161933
,,,,,,-0.0521171124,0.1803159939
,,,,,,-0.0707463794,0.1906049077
,,,,,,1.6715907863,-0.0366969505
,,,,,,0.0188676398,0.1409677712
,,,,,,-0.0026761262,1.0056629083
,,,,,,-0.0015928641,0.5512822017
,,,,,,2.0146919810,0.1389101892
,,,,,,0.8337312309,0.0397082961
,,,,,,1.9341942115,0.4668713968
,,,,,,0.3844615537,0.0814972076
,,,,,,0.4439246806,0.1643906588
,,,,,,0.0041311656,0.5068584108
,,,,,,1.1772859339,1.8406783083
,,,,,,1.5077260905,-0.0102401842
,,,,,,-0.0063715653,1.679965981
,,,,,,0.0337446523,1.4935964418
,,,,,,2.0936492027,1.2915633345
,,,,,,0.053826791,0.1238940603
,,,,,,1.2588538117,-0.0249342476
,,,,,,1.9794673205,0.7013579988
,,,,,,1.0949081540,-0.0062096783
,,,,,,0.541446998,2.0325296474
,,,,,,1.9633189789,0.6179200616
,,,,,,-0.0049926787,1.4952779294
,,,,,,-0.0048627415,0.9858473145
,,,,,,0.0131190973,0.5751702584
,,,,,,1.5972202478,1.6481183969
,,,,,,1.2627706663,-0.0148867383
,,,,,,1.5236788923,2.0547323505
,,,,,,1.2142256458,1.8237754175
,,,,,,0.0257066648,0.1968147577
,,,,,,-0.0039887301,0.90396212
,,,,,,-0.002071026,1.1576744274
,,,,,,-0.0504256616,0.5055314395
,,,,,,1.9008494430,0.5068521315
,,,,,,-0.0026759787,1.2243465758
,,,,,,-0.0071557451,1.5031539153
,,,,,,-0.0224850457,0.3922192286
,,,,,,1.1053393183,-0.0205595056
,,,,,,0.1985698765,2.0609848041
,,,,,,0.0620379885,0.0425597856
,,,,,,0.6586383498,0.0983455847
,,,,,,0.0999073079,-0.0841651095
,,,,,,1.0727475356,1.8886495995
,,,,,,-0.0164579976,0.3677789690
,,,,,,0.4262642107,2.0991280673
,,,,,,0.6037347688,2.0420437013
,,,,,,1.1049931112,-0.005858587
,,,,,,-0.0018559482,1.1330325097
,,,,,,0.9050999559,-0.0148529209
,,,,,,0.1940220493,-0.0611321364
,,,,,,0.0327516555,1.4816314358
,,,,,,1.200735392,-0.0069861236
,,,,,,1.9825535403,0.7172965974
,,,,,,0.9049672780,-0.0036823665
,,,,,,1.8617761172,-0.0421170626
,,,,,,0.5907131499,2.0462200578
,,,,,,-0.0817313174,0.632455288
,,,,,,1.4743764976,-0.0098772994
,,,,,,1.3563095340,2.0456143548
,,,,,,-0.0318514114,0.2909238414
,,,,,,1.0276236074,0.0150481881
,,,,,,-0.0282792047,0.7666483668
,,,,,,0.9223075685,0.0170928453
,,,,,,1.3974504413,-0.0319709262
,,,,,,0.7020751796,0.0849165419
,,,,,,-0.0096115815,0.2784027081
,,,,,,1.3378040425,2.0446060012
,,,,,,0.0679911109,0.1136972560
,,,,,,0.0167913429,0.1960788256
,,,,,,0.8370165666,0.0433705861
,,,,,,1.3797992183,1.7476923498
,,,,,,-0.0019974313,0.7635635664
,,,,,,-0.0894351945,0.6636940907
,,,,,,1.7380238584,0.1005655155
,,,,,,-0.6239208566,0.4972115561
,,,,,,1.9419750369,0.5071181051
,,,,,,1.0468631918,-0.0188930961
,,,,,,-0.0022245154,0.6236633433
,,,,,,-0.0937327515,0.4115383218
,,,,,,-0.0127453578,0.2564654607
,,,,,,0.0305376863,0.2951774823
,,,,,,1.0786459693,1.8892882682
,,,,,,0.3303486306,2.0500473717
,,,,,,2.0708128621,1.1735406441
,,,,,,0.7410923731,0.0514961641
,,,,,,1.3497814247,-0.0085218486
,,,,,,2.0820423073,1.2314624568
,,,,,,0.7190533815,2.0049439407
,,,,,,2.0653461349,1.1451903481
,,,,,,1.2074880184,-0.0078538415
,,,,,,0.1234071072,0.1025958621
,,,,,,0.0550453657,0.1113194422
,,,,,,-0.0026762527,0.6727430556
,,,,,,-0.0015928897,0.6170762081
,,,,,,2.0518301933,1.0754963907
,,,,,,0.394982905,2.0446830688
,,,,,,0.8476072669,0.0400896606
,,,,,,1.0939125577,-0.0057380421
,,,,,,1.0787042656,0.0002846905
,,,,,,0.6808232824,2.0172635435
,,,,,,0.0517583514,0.1279413385
,,,,,,0.9038610698,0.0704143406
,,,,,,0.0531894158,0.8929741015
,,,,,,0.3628602336,0.0845387539
,,,,,,1.4251006267,-0.0296724575
,,,,,,0.0554664497,0.7339413405
,,,,,,0.2625079609,0.0989823836
,,,,,,0.7099700426,0.0554809873
,,,,,,-0.0017213436,0.8989270278
,,,,,,-0.0910849960,0.2019021376
,,,,,,2.083878587,1.2617956502
,,,,,,0.5835222111,0.1215545112
,,,,,,0.0698015912,-0.0196294675
,,,,,,0.0360047871,0.1314298806
,,,,,,1.1605013126,-0.001876818
,,,,,,-0.0030656671,0.7187039052
,,,,,,-0.0083922805,1.8708031792
,,,,,,1.1282571145,1.8733256491
,,,,,,-0.0060088309,1.0573731893
,,,,,,0.0477412427,0.6798551815
,,,,,,-0.0106589012,0.3865406531
,,,,,,1.7245100068,-0.0382050639
,,,,,,-0.1473034760,0.8988328943
,,,,,,2.0305122086,0.9652182557
,,,,,,-0.0389713011,0.3047628381
,,,,,,1.9863829068,-0.0154601461
,,,,,,-0.1309051326,0.4839587660
,,,,,,-0.0023875506,0.7081318067
,,,,,,0.8880114037,0.0767529107
,,,,,,-0.0017213436,0.5660070487
,,,,,,-0.0036652796,0.8695395508
,,,,,,2.0626059881,1.1311353860
,,,,,,0.483234947,2.0808335349
