Estimated Position_x,Measured Position_x,Estimated Position_y,Measured Position_y,Error_x,Error_y
1.299865926,0.30612528,0.591099847,0.261829252,-0.993740646,-0.32927059499999994
1.299865926,0.30612528,0.591099847,0.261829252,-0.993740646,-0.32927059499999994
1.299865926,0.30612528,0.591099847,0.261829252,-0.993740646,-0.32927059499999994
1.299865926,0.30612528,0.591099847,0.261829252,-0.993740646,-0.32927059499999994
1.229275778,0.30612528,0.406592808,0.261829252,-0.923150498,-0.14476355599999996
1.229275778,0.30612528,0.406592808,0.261829252,-0.923150498,-0.14476355599999996
1.229275778,0.30612528,0.406592808,0.261829252,-0.923150498,-0.14476355599999996
1.229275778,0.30612528,0.406592808,0.261829252,-0.923150498,-0.14476355599999996
1.229275778,0.30612528,0.406592808,0.261829252,-0.923150498,-0.14476355599999996
1.042469732,0.30612528,0.30308926,0.261829252,-0.736344452,-0.041260008000000015
1.042469732,0.30612528,0.30308926,0.261829252,-0.736344452,-0.041260008000000015
1.042469732,0.30612528,0.30308926,0.261829252,-0.736344452,-0.041260008000000015
1.042469732,0.30612528,0.30308926,0.261829252,-0.736344452,-0.041260008000000015
1.042469732,0.30612528,0.30308926,0.261829252,-0.736344452,-0.041260008000000015
0.842653509,0.30612528,0.300067916,0.261829252,-0.536528229,-0.03823866399999998
0.842653509,0.30612528,0.300067916,0.261829252,-0.536528229,-0.03823866399999998
0.842653509,0.30612528,0.300067916,0.261829252,-0.536528229,-0.03823866399999998
0.842653509,0.30612528,0.300067916,0.261829252,-0.536528229,-0.03823866399999998
0.842653509,0.30612528,0.300067916,0.261829252,-0.536528229,-0.03823866399999998
0.842653509,0.30612528,0.300067916,0.261829252,-0.536528229,-0.03823866399999998
0.622281118,0.30612528,0.300067916,0.261829252,-0.31615583799999997,-0.03823866399999998
0.622281118,0.30612528,0.300067916,0.261829252,-0.31615583799999997,-0.03823866399999998
0.622281118,0.30612528,0.300067916,0.261829252,-0.31615583799999997,-0.03823866399999998
0.622281118,0.30612528,0.300067916,0.261829252,-0.31615583799999997,-0.03823866399999998
0.622281118,0.30612528,0.300067916,0.261829252,-0.31615583799999997,-0.03823866399999998
0.460983441,0.30612528,0.300067916,0.261829252,-0.154858161,-0.03823866399999998
0.460983441,0.30612528,0.300067916,0.261829252,-0.154858161,-0.03823866399999998
0.460983441,0.30612528,0.300067916,0.261829252,-0.154858161,-0.03823866399999998
0.460983441,0.30612528,0.300067916,0.261829252,-0.154858161,-0.03823866399999998
0.460983441,0.30612528,0.300067916,0.261829252,-0.154858161,-0.03823866399999998
0.351369951,0.30612528,0.300067916,0.261829252,-0.045244671000000014,-0.03823866399999998
0.351369951,0.30612528,0.300067916,0.261829252,-0.045244671000000014,-0.03823866399999998
0.351369951,0.30612528,0.300067916,0.261829252,-0.045244671000000014,-0.03823866399999998
0.351369951,0.30612528,0.300067916,0.261829252,-0.045244671000000014,-0.03823866399999998
0.351369951,0.30612528,0.300067916,0.261829252,-0.045244671000000014,-0.03823866399999998
0.351369951,0.30612528,0.300067916,0.261829252,-0.045244671000000014,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
0.299999999,0.30612528,0.300067916,0.261829252,0.0061252809999999824,-0.03823866399999998
