Estimated Position_x,Estimated Position_y,Measured Position_x,Measured Position_y,Waypoints_x,Waypoints_y,Lidar_x,Lidar_y
0.4609834407,0.3000679156,,,,,-0.0061969796,1.4831702919
0.3513699505,0.3000679156,,,,,-0.0525699550,0.2027710325
0.3513699505,0.3000679156,,,,,-0.0043950004,1.2684141981
0.3513699505,0.3000679156,,,,,-0.1126889303,0.3855100699
0.3513699505,0.3000679156,,,,,1.2794794202,-0.0905651412
0.3513699505,0.3000679156,,,,,-0.0048630883,1.1155521533
0.3513699505,0.3000679156,,,,,1.8935712993,0.2894595262
0.2999999992,0.3000679156,,,,,1.3588599304,-0.1210219373
0.2999999992,0.3000679156,,,,,0.0780482165,0.2324144448
0.2999999992,0.3000679156,,,,,-0.1523623678,0.7722481249
0.2999999992,0.3000679156,,,,,0.6601212325,1.9645662201
0.2999999992,0.3000679156,,,,,-0.0043954302,0.9623412239
0.2999999992,0.3000679156,,,,,1.0923390796,-0.0729237104
0.2999999992,0.3000679156,,,,,1.4193933410,-0.1288134365
0.2999999992,0.3000679156,,,,,0.0829259958,0.1932120672
0.2999999992,0.3000679156,,,,,-0.0056997201,0.0559927943
0.2999999992,0.3000679156,,,,,1.1757627549,1.8358162765
0.2999999992,0.3000679156,,,,,-0.0800115575,0.4380943172
0.2999999992,0.3000679156,,,,,0.0364891088,0.1318508964
0.2999999992,0.3000679156,,,,,0.0741086808,0.2640774818
0.2999999992,0.3000679156,,,,,1.0546275439,-0.0818628256
0.2999999992,0.3000679156,,,,,-0.0251992862,0.7352319801
0.2999999992,0.3000679156,,,,,0.1331070346,0.2667049083
0.2999999992,0.3000679156,,,,,1.7691138465,0.3480131917
0.2999999992,0.3000679156,,,,,-0.1018004005,0.3585734179
0.2999999992,0.3000679156,,,,,0.0648872333,0.3381872934
0.2999999992,0.3000679156,,,,,0.0879275019,0.1529469851
0.2999999992,0.3000679156,,,,,-0.0502778311,0.6340727273
0.2999999992,0.3000679156,,,,,-0.0709946235,0.3371030119
0.2999999992,0.3000679156,,,,,-0.0150373893,0.5538125127
0.2999999992,0.3000679156,,,,,0.0855931946,0.3360726634
0.2999999992,0.3000679156,,,,,-0.177607121,0.9784437826
0.2999999992,0.3000679156,,,,,-0.0671983011,0.3524721196
0.2999999992,0.3000679156,,,,,-0.0021466804,0.7004161236
0.2999999992,0.3000679156,,,,,-0.0300290469,0.1041213591
0.2999999992,0.3000679156,,,,,-0.2163780134,0.9144573893
0.2999999992,0.3000679156,,,,,0.038010847,0.5548472724
0.2999999992,0.3000679156,,,,,-0.0712226254,0.5909562682
0.2999999992,0.3000679156,,,,,0.407306863,1.9917225647
0.2999999992,0.3000679156,,,,,1.8645590282,0.5374873540
0.2999999992,0.3000679156,,,,,-0.0017878514,1.1646452087
0.2999999992,0.3000679156,,,,,0.,0.
0.2999999992,0.3000679156,,,,,-0.0726862044,0.602755231
0.2999999992,0.3000679156,,,,,0.1306402525,0.2861037807
0.2999999992,0.3000679156,,,,,-0.0603248511,0.7535142735
0.2999999992,0.3000679156,,,,,0.9315261141,1.0165846611
0.2999999992,0.3000679156,,,,,0.124504934,0.3343454258
0.2999999992,0.3000679156,,,,,1.1610523689,-0.0849038910
0.2999999992,0.3000679156,,,,,-0.0356185404,0.0523737487
0.2999999992,0.3000679156,,,,,0.8630235383,-0.0411916135
0.2999999992,0.3000679156,,,,,0.0451263014,0.1845456721
0.2999999992,0.3000679156,,,,,1.1705221154,-0.0967769209
0.2999999992,0.3000679156,,,,,1.3330512049,-0.0931262720
0.2999999992,0.3000679156,,,,,-0.0019974313,0.5976382782
0.2999999992,0.3000679156,,,,,-0.0058024707,1.0258616816
0.2999999992,0.3000679156,,,,,-0.0675619157,0.0025049077
0.2999999992,0.3000679156,,,,,0.0172888744,0.2889201718
0.2999999992,0.3000679156,,,,,0.0186417184,0.2778532128
0.2999999992,0.3000679156,,,,,-0.1193270986,0.5017525798
0.2999999992,0.3000679156,,,,,-0.1205702822,0.4488765597
0.2999999992,0.3000679156,,,,,-0.0176868104,0.5751530698
0.2999999992,0.3000679156,,,,,-0.0772844372,0.4255402225
0.2999999992,0.3000679156,,,,,0.1535125801,2.0276366803
0.2999999992,0.3000679156,,,,,1.2304759171,1.8205000534
0.2999999992,0.3000679156,,,,,1.8242764971,0.4897848740
0.2999999992,0.3000679156,,,,,0.0563903568,1.0636766134
0.2999999992,0.3000679156,,,,,0.0015457923,0.0943661147
0.2999999992,0.3000679156,,,,,-0.0646960213,0.3103589514
0.2999999992,0.3000679156,,,,,0.0713577716,0.2861884865
0.2999999992,0.3000679156,,,,,0.6013325931,0.0410588453
0.2999999992,0.3000679156,,,,,-0.1171065662,0.1076630675
0.2999999992,0.3000679156,,,,,-0.0657780558,0.5431443055
0.2999999992,0.3000679156,,,,,0.0696302155,0.3000679156
0.2999999992,0.3000679156,,,,,-0.0995925644,0.3405368893
0.2999999992,0.3000679156,,,,,-0.0581336425,0.0016956742
0.2999999992,0.3000679156,,,,,0.1671191983,0.1365759539
0.2999999992,0.3000679156,,,,,0.0699794673,0.4600890353
0.2999999992,0.3000679156,,,,,0.,0.
0.2999999992,0.3000679156,,,,,-0.0550084448,0.5392191887
0.2999999992,0.3000679156,,,,,-0.0411503196,0.6708861109
0.2999999992,0.3000679156,,,,,0.8965243495,0.8141696435
0.2999999992,0.3000679156,,,,,0.8892260587,1.0133178756
0.2999999992,0.3000679156,,,,,1.2538653165,-0.0952526268
0.2999999992,0.3000679156,,,,,-0.0280777783,0.0910799719
0.2999999992,0.3000679156,,,,,-0.0628305936,0.6564993522
0.2999999992,0.3000679156,,,,,0.1172530358,0.3913689034
0.2999999992,0.3000679156,,,,,0.,0.
0.2999999992,0.3000679156,,,,,0.0073381523,0.0045843348
0.2999999992,0.3000679156,,,,,0.3504636586,0.0910790335
0.2999999992,0.3000679156,,,,,0.,0.
0.2999999992,0.3000679156,,,,,-0.1364718945,0.6418096875
0.2999999992,0.3000679156,,,,,0.6371047682,0.0293020087
0.2999999992,0.3000679156,,,,,-0.0715709142,0.1116249467
0.2999999992,0.3000679156,,,,,-0.0601134839,0.3051318771
0.2999999992,0.3000679156,,,,,-0.0026756837,1.0644918687
0.2999999992,0.3000679156,,,,,1.8450837926,-0.0874052173
0.2999999992,0.3000679156,,,,,-0.1103280968,0.6403972617
0.2999999992,0.3000679156,,,,,0.3074093539,0.1017740256
0.2999999992,0.3000679156,,,,,-0.0613769697,0.0283535403
0.2999999992,0.3000679156,,,,,-0.0890091163,0.2916895947
0.2999999992,0.3000679156,,,,,0.6063256416,-0.0057254715
0.2999999992,0.3000679156,,,,,-0.0664594040,0.3260048135
0.2999999992,0.3000679156,,,,,-0.0016799081,0.0035298597
0.2999999992,0.3000679156,,,,,-0.0663006696,0.0685717219
0.2999999992,0.3000679156,,,,,-0.0864052168,0.2328137488
,,,,,,-0.0585411998,0.4874493137
,,,,,,0.0754747618,0.4165113999
,,,,,,0.,0.
,,,,,,1.8763841234,0.5866718365
,,,,,,-0.0024729342,0.8476256086
,,,,,,-0.0412791233,0.1792863501
,,,,,,0.0572625056,0.0597411797
,,,,,,-0.0939452614,0.2944134168
,,,,,,0.1148722879,0.1494555977
,,,,,,0.6580259893,-0.0607261093
,,,,,,-0.0618115717,0.2847746833
,,,,,,0.0507703545,0.1386882623
,,,,,,0.0277916411,0.0002802183
,,,,,,0.0070710972,0.3725020877
,,,,,,1.3543663854,1.7855999099
,,,,,,-0.0071557023,1.3657320291
,,,,,,-0.0021466804,1.0064898131
,,,,,,1.5802869801,-0.1049449611
,,,,,,0.0536918098,0.428163709
,,,,,,2.0516238785,1.3209334841
,,,,,,-0.0976687813,0.5560716424
,,,,,,1.8236830408,0.3668664258
,,,,,,0.1135900128,0.1137720136
,,,,,,-0.0439527849,0.3683721824
,,,,,,-0.0531661800,0.2080614166
,,,,,,-0.1250120993,0.8467413920
,,,,,,-0.1757297485,0.5841638071
,,,,,,0.0531192262,0.5944485625
,,,,,,-0.0631945140,0.325719172
,,,,,,0.0423238214,0.0841702979
,,,,,,0.5486297471,0.0330856865
,,,,,,0.,0.
,,,,,,-0.0074867144,0.0707288379
,,,,,,1.8542513335,-0.0148017318
,,,,,,1.270431389,-0.0975663268
,,,,,,-0.0034209537,0.8583955473
,,,,,,-0.0821398623,0.4523091082
,,,,,,1.3222841272,-0.0926115114
,,,,,,-0.1530907718,0.7108840514
,,,,,,-0.0935082241,0.2313039544
,,,,,,-0.0015928897,1.1423020382
,,,,,,-0.0685145635,0.5688525616
,,,,,,-0.0274691894,0.3225936037
,,,,,,1.244715603,1.8163945034
,,,,,,-0.0025346026,0.4510780969
,,,,,,-0.1377755234,0.8253083045
,,,,,,0.0042564432,0.7617687751
,,,,,,0.0430511405,0.2258801161
,,,,,,1.4836913763,1.9366862642
,,,,,,-0.0558002981,0.4650752607
,,,,,,0.040541938,0.0083265991
,,,,,,0.6068507849,1.9634761533
,,,,,,0.0315407473,0.0754625400
,,,,,,0.8831771271,-0.0439809948
,,,,,,0.9896685872,1.0002079177
,,,,,,-0.0830969253,0.4736208593
,,,,,,-0.0655506702,0.5521212792
,,,,,,0.091038921,0.292785257
,,,,,,0.0715334771,0.447840858
,,,,,,-0.0050834089,1.0545018787
,,,,,,1.0935802747,-0.0816785709
,,,,,,0.9330488696,-0.0662148201
,,,,,,-0.1834608119,0.6470038799
,,,,,,0.,0.
,,,,,,-0.0016014454,0.1191204574
,,,,,,0.2794335723,0.1107380356
,,,,,,-0.003988795,0.9238439214
,,,,,,-0.0780317848,0.4170068297
,,,,,,-0.0186955601,0.1622133312
,,,,,,0.1224885665,0.3502014535
,,,,,,0.0049992763,0.0670719710
,,,,,,0.3386009878,0.0312244647
,,,,,,-0.0031963306,0.8170777255
,,,,,,-0.0761378407,0.7063283791
,,,,,,-0.036491472,0.0601170900
,,,,,,1.744195452,1.8256372136
,,,,,,-0.1552439110,0.9412249482
,,,,,,-0.0759604475,0.1409737528
,,,,,,-0.0549308456,0.2237207388
,,,,,,-0.0549349115,0.4580103565
,,,,,,-0.0987921661,0.4384581475
,,,,,,-0.0563571588,0.2800438254
,,,,,,0.0316706464,0.1712709481
,,,,,,-0.0008403029,0.1131365163
,,,,,,-0.0761534073,0.1333515917
,,,,,,0.0041118717,0.0741789584
,,,,,,0.1189775083,0.377806937
,,,,,,1.4325935822,-0.0978847839
,,,,,,0.0472499264,0.1672918054
,,,,,,1.311328289,1.9415628143
,,,,,,0.5912785958,0.0207736197
,,,,,,-0.2101179571,0.8633956751
,,,,,,0.1389319483,0.2209033991
,,,,,,1.0693224657,-0.0837538591
,,,,,,-0.1106454062,0.4308297704
,,,,,,1.0848549014,1.0847318043
,,,,,,1.1905818849,-0.0865078211
,,,,,,-0.0026764213,0.8682414285
,,,,,,0.0674249069,1.6250585732
,,,,,,-0.1091369011,0.7042372099
,,,,,,-0.069049702,0.4139264472
,,,,,,1.9927346541,0.9913883407
,,,,,,-0.082220244,0.1986211554
,,,,,,0.0852831708,0.1742670707
,,,,,,-0.0021466804,0.8102386353
,,,,,,-0.0021466804,0.6147404311
,,,,,,-0.1282201809,0.8733430584
,,,,,,0.0992399576,0.2275862386
,,,,,,0.0295108323,0.1889346454
,,,,,,0.7607746089,-0.0117259719
,,,,,,0.8347661154,-0.0535646679
,,,,,,0.,0.
,,,,,,1.0370284770,1.0975467895
,,,,,,1.1752781382,-0.0843828591
,,,,,,0.1347709260,0.2536214681
,,,,,,1.8596397039,0.5808515128
,,,,,,0.,0.
,,,,,,0.0399651410,0.1032803199
,,,,,,0.1340442246,0.2593369995
,,,,,,-0.0615347845,0.5118809888
,,,,,,0.8488900394,1.91505179
,,,,,,-0.0629588445,0.294954288
,,,,,,1.1277237375,-0.0833106936
,,,,,,1.0542160071,-0.0676494749
,,,,,,-0.0698404885,0.5796746776
,,,,,,-0.0757706577,0.1484703259
,,,,,,0.1121437871,0.1253380342
,,,,,,-0.1552481933,0.7279310651
,,,,,,0.,0.
,,,,,,2.0150487104,1.1162585261
,,,,,,0.0133272076,0.7931816351
,,,,,,-0.0496908986,0.2354960276
,,,,,,-0.1407560292,0.6111701937
,,,,,,0.0326080178,0.2862648912
,,,,,,-0.0927284123,0.2492276314
,,,,,,1.0984877970,-0.0875070104
,,,,,,-0.0755783115,0.1443675653
,,,,,,0.8199328756,-0.0352874131
,,,,,,0.1702368515,0.0633452701
,,,,,,1.3710742643,1.7781132930
,,,,,,1.9049572579,0.7054163360
,,,,,,-0.1043950646,0.4158579205
,,,,,,-0.0023047628,0.8283545787
,,,,,,-0.0714641703,0.3185592116
,,,,,,-0.0025612129,0.7479224766
,,,,,,0.0227153622,0.2445260285
,,,,,,0.0112092726,0.3386467159
,,,,,,0.0788057211,0.2263253403
,,,,,,-0.0388530530,0.1630800701
,,,,,,0.0296160047,0.3105696203
,,,,,,0.0904292828,0.2976316939
,,,,,,0.9487376246,-0.0682338103
,,,,,,0.0703246496,0.2944919164
,,,,,,0.2336475325,0.0577906292
,,,,,,0.8558873849,0.974114988
,,,,,,-0.0032330184,0.744528288
,,,,,,-0.0030659409,0.9142024243
,,,,,,0.5616932334,0.0542825143
,,,,,,0.4356478879,1.9877100766
,,,,,,-0.0075494717,1.4105492003
,,,,,,-0.0678099445,0.4628936085
,,,,,,0.1157851433,0.4029077882
,,,,,,2.0400399467,1.267657021
,,,,,,-0.0308513193,0.0103620354
,,,,,,-0.1182702947,0.4931178307
,,,,,,1.9986271906,1.0952435327
,,,,,,0.8124072385,1.9246406466
,,,,,,-0.0876875599,0.5143515213
,,,,,,0.0326161971,0.0074329521
,,,,,,1.8592549626,-0.118280897
,,,,,,-0.0445989364,0.3736466588
,,,,,,-0.0560913296,0.2340183681
,,,,,,0.0403398872,0.2234400582
,,,,,,-0.14646508,0.3462921242
,,,,,,0.0351014021,0.5784132883
,,,,,,-0.0079590927,1.2644438071
,,,,,,-0.0032332247,0.940026747
,,,,,,-0.069551704,0.3940973198
,,,,,,-0.0019257466,0.7849269977
,,,,,,-0.0806445097,0.1278743719
,,,,,,0.0518154126,0.0149114670
,,,,,,0.0848881628,0.3416781676
,,,,,,0.0032349451,0.0810826613
,,,,,,0.,0.
,,,,,,0.1410150441,0.2046428671
,,,,,,-0.003750083,0.0404611262
,,,,,,-0.0079580642,1.3501165127
,,,,,,-0.1378035007,0.5874284221
,,,,,,0.1057518237,0.1758192837
,,,,,,1.3267855233,1.9411256259
,,,,,,0.0359844599,0.2588285403
,,,,,,0.0070025833,0.8647224890
,,,,,,0.1695765078,2.0253580342
,,,,,,-0.1281430271,0.1973718022
,,,,,,-0.1214237662,0.3471780608
,,,,,,1.2164060877,1.8244214262
,,,,,,0.0730736316,0.2723974969
,,,,,,-0.0672394469,0.4854273312
,,,,,,0.4785582960,0.0532919130
,,,,,,-0.1040800142,0.3771965506
,,,,,,1.6439932848,1.8435431483
,,,,,,0.2279057003,0.0582940309
,,,,,,0.6196553829,0.0350246322
,,,,,,-0.0048628860,1.0057292767
,,,,,,0.1073982650,0.4688155079
,,,,,,0.7671626943,-0.0138448647
,,,,,,1.2960204146,-0.1010426963
,,,,,,0.,0.
,,,,,,0.137418597,0.2328033817
,,,,,,-0.0028026229,1.2858026514
,,,,,,-0.0050848972,1.5598489282
,,,,,,-0.0016563748,0.6442384381
,,,,,,-0.1407781144,0.3000679156
,,,,,,0.1293115828,0.2965517904
,,,,,,0.9081690096,1.0171171411
,,,,,,-0.0367258585,0.3093822096
,,,,,,-0.0719676201,0.672968457
,,,,,,-0.0839664149,0.4813370218
,,,,,,2.0178175311,1.1317527836
,,,,,,-0.0860839036,0.3250700142
,,,,,,1.6631667215,1.9316492448
,,,,,,0.0909801818,0.1283920077
,,,,,,0.0050966332,0.5097944352
,,,,,,-0.0956456778,0.2484905846
,,,,,,-0.0769918816,0.4179113595
,,,,,,-0.0895936093,0.0861006634
,,,,,,0.5205822322,1.9756861514
,,,,,,1.7338012040,0.2569183927
,,,,,,-0.0323041624,0.3606257495
,,,,,,-0.0541328869,0.2651807015
,,,,,,0.1854376887,2.0231202344
,,,,,,0.8003951967,1.9277367375
,,,,,,0.0364932380,0.5664083575
,,,,,,-0.0771734795,0.0930621844
,,,,,,-0.0408401923,0.3429648897
,,,,,,0.1088294830,1.9168925989
,,,,,,0.4037898701,0.1066526073
,,,,,,-0.0047065753,0.0483749611
,,,,,,0.7078326209,-0.0372249372
,,,,,,1.1676753381,-0.0833418689
,,,,,,-0.0769613574,0.1014410737
,,,,,,1.1937721261,-0.0864680135
,,,,,,1.4440840063,-0.0984340213
,,,,,,-0.0600946066,0.5388551836
,,,,,,0.8310742215,-0.0368269819
,,,,,,0.7753505814,1.9396445957
,,,,,,0.0946524112,0.0994058752
,,,,,,0.8283962871,-0.0341265165
,,,,,,1.0823187596,1.8537841746
,,,,,,1.0149808174,-0.0622369558
,,,,,,0.0023523164,0.4110994082
,,,,,,0.2644021016,0.1150790621
,,,,,,0.5508832965,0.0577633639
,,,,,,-0.0050840042,1.3605767365
,,,,,,1.8801721607,0.6024213365
,,,,,,-0.1948059724,0.7399690294
,,,,,,0.9481765714,-0.0529772642
,,,,,,-0.0018559482,0.6671044082
,,,,,,-0.0036614146,0.9835189083
,,,,,,0.0328284283,0.0077475993
,,,,,,0.6243376001,-0.0082278495
,,,,,,0.854227151,0.8733818434
,,,,,,1.0386874510,-0.0655182791
,,,,,,-0.0703621141,0.3620879166
,,,,,,0.8499662006,1.0739903028
,,,,,,-0.0029306927,0.7921810659
,,,,,,2.0345131299,1.2251821859
,,,,,,0.8501641950,0.9511117235
,,,,,,-0.1543363356,0.4102748578
,,,,,,0.0359672986,0.0012822363
,,,,,,-0.0595993254,0.627436469
,,,,,,0.8719560607,0.8415309409
,,,,,,0.0565931947,1.5485052435
,,,,,,-0.1057150969,0.3294392497
,,,,,,0.8863488297,1.9052285842
,,,,,,-0.0166985003,0.1459131361
,,,,,,0.3300110937,0.1311688978
,,,,,,-0.1473019278,0.3530943689
,,,,,,0.,0.
,,,,,,-0.0329398086,0.3656263323
,,,,,,1.2376445245,-0.0929854278
,,,,,,-0.0036605037,1.1797688323
,,,,,,0.0482429312,0.0091942716
,,,,,,0.8525861530,-0.0397995375
,,,,,,0.,0.
,,,,,,1.5669621980,-0.1043080515
,,,,,,-0.0760916685,0.4114764545
,,,,,,0.5010930952,0.0468328423
,,,,,,0.3867118855,0.1123288717
,,,,,,0.,0.
,,,,,,-0.1436161076,0.7007236789
,,,,,,0.4872430872,-0.0524769786
,,,,,,-0.1071845534,0.02702036
,,,,,,0.0607057407,0.0183134178
,,,,,,-0.0032418929,0.0612494309
,,,,,,-0.0292372863,0.3365014264
,,,,,,1.6604129693,0.0677009053
,,,,,,1.8553689319,0.5698136833
,,,,,,1.2134969009,-0.1023077443
,,,,,,-0.023625933,0.0617782539
,,,,,,-0.0218038022,0.2780378857
,,,,,,0.5820642141,0.0474699607
,,,,,,1.6516346295,0.0451099756
,,,,,,-0.0033490398,0.5781636236
,,,,,,0.6362431966,1.9593165917
,,,,,,0.4373423218,0.0652797811
,,,,,,0.0656554055,0.3320133451
,,,,,,0.8830810115,1.0120872111
,,,,,,-0.0577239876,0.1925073004
,,,,,,-0.0756872072,0.6278785714
,,,,,,-0.0318411845,0.0192765433
,,,,,,1.3008422909,-0.0915865606
